sample_id,url,html_path,label,quality_status,quality_score,quality_reasons
20260312__khatshekanha.ir__c9144197159b__phishing,https://xn--khthknh-3fgdc4c6z.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260312__khatshekanha.ir__c9144197159b__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260312__kordestan.farhang.gov.ir__98cdaa839599__phishing,https://kordestan.farhsng.gov.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260312__kordestan.farhang.gov.ir__98cdaa839599__T15.html,1,blocked,0.05,challenge_or_error_page|access denied
20260312__mafaz.ir__ba42115bf143__phishing,https://m4f4z-@ccount.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260312__mafaz.ir__ba42115bf143__T09.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260312__mehrastan.ac.ir__1d9c299a9e83__phishing,https://m3hr45tan-@ccount.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260312__mehrastan.ac.ir__1d9c299a9e83__T12.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260312__musicschoolg.farhang.gov.ir__f4fd0a2edf22__phishing,https://musicschoolg.fаrhang.gov.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260312__musicschoolg.farhang.gov.ir__f4fd0a2edf22__T13.html,1,blocked,0.05,challenge_or_error_page|access denied
20260312__psychiatry.uswr.ac.ir__eff8f05d6123__phishing,https://psychiatry.uѕwr.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260312__psychiatry.uswr.ac.ir__eff8f05d6123__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260312__tamin24.ir__dbae4f8f92fa__phishing,https://xn--tmn24-4ve1y.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260312__tamin24.ir__dbae4f8f92fa__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260313__avatasvir.ir__a07fd106e8d9__phishing,https://av47asvir-upd@te.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260313__avatasvir.ir__a07fd106e8d9__T14.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260313__bave.ostan-khz.ir__e5a1684b21f7__phishing,https://xn--bv-7kcv.xn--tn-khz-3nf4i5i.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260313__bave.ostan-khz.ir__e5a1684b21f7__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260313__dto.farhang.gov.ir__db5a5b46acec__phishing,https://cdn-redirect-1.example-cdn.net/r?token=pw7NHCxwKdoN&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DrOvuiRYKl3Be%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fdto.farhang.gov.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260313__dto.farhang.gov.ir__db5a5b46acec__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260313__iseds.pgu.ac.ir__9e3eaaabd5c4__phishing,https://cdn-redirect-1.example-cdn.net/r?token=8eBfJvx9ISND&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DcH4H0hy2IHiK%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fiseds.pgu.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260313__iseds.pgu.ac.ir__9e3eaaabd5c4__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260313__kashan.farhang.gov.ir__27d09dc95b5a__phishing,https://cdn-redirect-1.example-cdn.net/r?token=84hZVmzGe9wJ&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DoGUZ4hKsQIUc%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fkashan.farhang.gov.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260313__kashan.farhang.gov.ir__27d09dc95b5a__T09.html,1,blocked,0.05,challenge_or_error_page|access denied
20260313__lahijan.farhang.gov.ir__d18e2f698712__phishing,https://s3cur3-f4rh4n9.gov.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260313__lahijan.farhang.gov.ir__d18e2f698712__T25.html,1,blocked,0.05,challenge_or_error_page|access denied
20260313__omrani.qazvin.ir__dc5110a4903e__phishing,https://omrani.qazvin.ir?N4ndv4=jhO9JsY8wfnNTuuREqH3my3hZJ9PXwMe&cT89dm=leFSNlRgkl380L6dAYhdiylkxDo3nLUp&M5LkWa=0HeFngBVcwLbQDwI1x1YtaPbfh47ufc2&7725qK=5TAkZZAmZyknF7yv6ZvvTtWZkqW0pbQp&MH2ojm=h5wYzjIGveb7IGEIVC33Bf3hiJgBG3xx&fDJT1l=4Cqow2bE2l4ptlGX8JTwKBKGQhy35ZuQ&pT48u8=eHefTjEVzhdFZMSovK2qHjzzsUkV9Y0T&yt4Jv4=F5jfK7GTriL70OqoZwEc7YAZ4j9Mqzvu,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260313__omrani.qazvin.ir__dc5110a4903e__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260313__pmco.ir__d14a9571e0ba__phishing,https://login-pmco.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260313__pmco.ir__d14a9571e0ba__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260314__arias.ir__093c1559a7c1__phishing,https://ari4s-acc0un7.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260314__arias.ir__093c1559a7c1__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260314__arman-maham.ir__ee8ec3d8e7f0__phishing,https://$3cur3-arman-mah4m.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260314__arman-maham.ir__ee8ec3d8e7f0__T17.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260314__faratrade.ir__ea9421e8cc75__phishing,https://fаrаtrаdе.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260314__faratrade.ir__ea9421e8cc75__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260314__noorihamedani.ir__7aac8973fd57__phishing,https://no0riham3d4n1-upd473.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260314__noorihamedani.ir__7aac8973fd57__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260314__scholarship.saorg.ir__3f91902b532e__phishing,https://xn--hlrh-63d6fsab3pgm.xn--rg-6kc0d2f.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260314__scholarship.saorg.ir__3f91902b532e__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260207__rahnamato.ir__5a9acd13fcb0__legitimate,https://rahnamato.ir/,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260207__rahnamato.ir__5a9acd13fcb0.html,0,duplicate,0.9725,duplicate_trusted_canonical_url
20260207__rahnamato.ir__ead5a5e0203a__legitimate,https://rahnamato.ir/,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260207__rahnamato.ir__ead5a5e0203a.html,0,duplicate,0.9725,duplicate_trusted_canonical_url
20260204__sobhekherad.ir__0cc8766855f3__legitimate,https://sobhekherad.ir/,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260204__sobhekherad.ir__0cc8766855f3.html,0,duplicate,0.9723,duplicate_trusted_canonical_url
20260214__kakheaseman.ir__70ed96f10d5f__legitimate,https://kakheaseman.ir/,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260214__kakheaseman.ir__70ed96f10d5f.html,0,duplicate,0.9192,duplicate_trusted_canonical_url
20260223__qpss.atu.ac.ir__6fc175af232f__phishing,https://verify-atu.ac.ir/,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260223__qpss.atu.ac.ir__6fc175af232f__T18.html,1,duplicate,0.9717,duplicate_trusted_canonical_url
20260312__faru.um.ac.ir__dc5425bc4b95__phishing,https://um-verify.ac.ir/,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260312__faru.um.ac.ir__dc5425bc4b95__T15.html,1,duplicate,0.9655,duplicate_trusted_canonical_url
20260225__ads.rzb.ir__6c84f9c863f0__real_phishing,https://ads.rzb.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__ads.rzb.ir__6c84f9c863f0.html,1,label_conflict,1.0,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__analytics.nastooh.ir__aa9b9f7de734__real_phishing,https://analytics.nastooh.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__analytics.nastooh.ir__aa9b9f7de734.html,1,label_conflict,1.0,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__applebar.ir__a20f962c8c23__real_phishing,https://applebar.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__applebar.ir__a20f962c8c23.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__appleexpo.ir__1a3ce1044763__real_phishing,https://www.appleexpo.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__appleexpo.ir__1a3ce1044763.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__applesp.ir__e820d224e2f2__real_phishing,https://applesp.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__applesp.ir__e820d224e2f2.html,1,label_conflict,1.0,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__armandaily.ir__bee1f5c92254__real_phishing,https://armandaily.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__armandaily.ir__bee1f5c92254.html,1,label_conflict,1.0,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__kohnaninews.ir__15d8b49db31c__real_phishing,https://kohnaninews.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__kohnaninews.ir__15d8b49db31c.html,1,label_conflict,1.0,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__landspa.ir__f1ecc3dc36a5__real_phishing,https://landspa.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__landspa.ir__f1ecc3dc36a5.html,1,label_conflict,1.0,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__ostan-kd.ir__93265ea24ece__real_phishing,https://ostan-kd.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__ostan-kd.ir__93265ea24ece.html,1,label_conflict,1.0,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__p30rank.ir__c61ee13c965a__real_phishing,https://www.p30rank.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__p30rank.ir__c61ee13c965a.html,1,label_conflict,1.0,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__sentry.filmnet.ir__d313040f2bb9__real_phishing,https://sentry.filmnet.ir/auth/login/sentry/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__sentry.filmnet.ir__d313040f2bb9.html,1,label_conflict,1.0,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__www.ads.rzb.ir__490411b6415b__real_phishing,https://www.ads.rzb.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.ads.rzb.ir__490411b6415b.html,1,label_conflict,1.0,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__www.asanpsd.ir__81e5773f18c1__real_phishing,https://asanpsd.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.asanpsd.ir__81e5773f18c1.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.asysac.ir__8197ce0f22da__real_phishing,https://asysac.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.asysac.ir__8197ce0f22da.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.autkoohsaran.ir__a23d72010faf__real_phishing,https://autkoohsaran.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.autkoohsaran.ir__a23d72010faf.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.avaparse.ir__049b7d2cd90d__real_phishing,https://avaparse.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.avaparse.ir__049b7d2cd90d.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.behsazanmachine.ir__14a9fe1b36a5__real_phishing,https://behsazanmachine.com/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.behsazanmachine.ir__14a9fe1b36a5.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.beshmor3.ir__2c3dd6326532__real_phishing,https://domaincity.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.beshmor3.ir__2c3dd6326532.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.bidardelig.ir__3f11dba776ba__real_phishing,https://bidardelig.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.bidardelig.ir__3f11dba776ba.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.cam-tech.ir__d1c123bad9a6__real_phishing,https://cam-tech.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.cam-tech.ir__d1c123bad9a6.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.canco.co.ir__704b9598a9b8__real_phishing,https://canco.co.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.canco.co.ir__704b9598a9b8.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.clipkadeh.ir__d60fc0110e9a__real_phishing,https://www.talagostar.com/product/clipkadeh/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.clipkadeh.ir__d60fc0110e9a.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.dahila.ir__66f9284f89d2__real_phishing,https://dahila.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.dahila.ir__66f9284f89d2.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.fanooskish.ir__ba78a8df4366__real_phishing,https://fanooskish.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.fanooskish.ir__ba78a8df4366.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.farbencosmetics.ir__e78e0415d433__real_phishing,https://farbencosmetics.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.farbencosmetics.ir__e78e0415d433.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.gammaweb.ir__230b1e2dc54b__real_phishing,https://gammaweb.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.gammaweb.ir__230b1e2dc54b.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.helli10.ir__35192cf66aff__real_phishing,https://helli10.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.helli10.ir__35192cf66aff.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.honeywax.ir__a7f5f301d88c__real_phishing,https://honeywax.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.honeywax.ir__a7f5f301d88c.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.iranpuyesh.ir__6a29f82f611c__real_phishing,https://iranpuyesh.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.iranpuyesh.ir__6a29f82f611c.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.kapsol.ir__89d28fbfd34d__real_phishing,https://kapsol.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.kapsol.ir__89d28fbfd34d.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.khaneh-sabz.ir__345b8fa2a8e3__real_phishing,https://khaneh-sabz.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.khaneh-sabz.ir__345b8fa2a8e3.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.landspa.ir__fe43e79b84e8__real_phishing,https://landspa.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.landspa.ir__fe43e79b84e8.html,1,label_conflict,1.0,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__www.nirogahian.ir__837ac8043c63__real_phishing,https://nirogahian.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.nirogahian.ir__837ac8043c63.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.nojanads.ir__3d2953f800ae__real_phishing,https://nojanads.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.nojanads.ir__3d2953f800ae.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.ourang.ir__aee6ce924c0c__real_phishing,https://ourang.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.ourang.ir__aee6ce924c0c.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.prophoto.ir__483b7d0ac85c__real_phishing,https://prophoto.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.prophoto.ir__483b7d0ac85c.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.sva-co.ir__dd8c9fb85440__real_phishing,https://www.sva-co.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.sva-co.ir__dd8c9fb85440.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.vahdatshop.ir__047ba81e1436__real_phishing,https://www.vahdatshop.com/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.vahdatshop.ir__047ba81e1436.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.workar.ir__95481480ba8e__real_phishing,https://workar.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.workar.ir__95481480ba8e.html,1,duplicate,1.0,duplicate_weak_feed_url
20260225__www.ir-music.ir__759cd23618d1__real_phishing,https://ir-music.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.ir-music.ir__759cd23618d1.html,1,duplicate,0.9994,duplicate_weak_feed_url
20260225__www.shmi.ir__9ddb4b5efe67__real_phishing,https://shmi.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.shmi.ir__9ddb4b5efe67.html,1,duplicate,0.9994,duplicate_weak_feed_url
20260225__www.w3developers.ir__05ad439f924c__real_phishing,https://w3developers.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.w3developers.ir__05ad439f924c.html,1,duplicate,0.9988,duplicate_weak_feed_url
20260225__iranykhodro.ir__1ed6bd4c01f7__real_phishing,https://iranykhodro.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__iranykhodro.ir__1ed6bd4c01f7.html,1,duplicate,0.9983,duplicate_weak_feed_url
20260225__www.eepil.ir__b28a07423cad__real_phishing,https://www.epil.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.eepil.ir__b28a07423cad.html,1,duplicate,0.9973,duplicate_weak_feed_url
20260225__arak125.ir__7762ee9d878a__real_phishing,https://arak125.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__arak125.ir__7762ee9d878a.html,1,label_conflict,0.9964,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__www.arak125.ir__e493e21d51df__real_phishing,https://arak125.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.arak125.ir__e493e21d51df.html,1,label_conflict,0.9964,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__www.archiware.ir__d40a327a22c5__real_phishing,https://archiware.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.archiware.ir__d40a327a22c5.html,1,duplicate,0.9964,duplicate_weak_feed_url
20260225__www.armandaily.ir__61cef6fe6795__real_phishing,https://armandaily.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.armandaily.ir__61cef6fe6795.html,1,label_conflict,0.9964,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__appleidtop.ir__01953ef3d919__real_phishing,https://appleidtop.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__appleidtop.ir__01953ef3d919.html,1,label_conflict,0.9943,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__www.smartsensor.ir__3b6b88b00625__real_phishing,https://matoz-co.com/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.smartsensor.ir__3b6b88b00625.html,1,duplicate,0.9938,duplicate_weak_feed_url
20260225__www.iien.ir__bc0ce18eb995__real_phishing,https://iien.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.iien.ir__bc0ce18eb995.html,1,duplicate,0.9935,duplicate_weak_feed_url
20260225__press.ut.ac.ir__6b700c939ad5__real_phishing,https://press.ut.ac.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__press.ut.ac.ir__6b700c939ad5.html,1,label_conflict,0.9915,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__applemarket.ir__f8b39dc4da0a__real_phishing,https://applemarket.org/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__applemarket.ir__f8b39dc4da0a.html,1,duplicate,0.991,duplicate_weak_feed_url
20260225__hebelexardakan.ir__7ed4f2466d1c__real_phishing,https://hebelexardakan.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__hebelexardakan.ir__7ed4f2466d1c.html,1,label_conflict,0.9906,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__www.aquaplant.ir__fe5ca720aaca__real_phishing,https://aquaplant.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.aquaplant.ir__fe5ca720aaca.html,1,duplicate,0.9906,duplicate_weak_feed_url
20260225__www.hebelexardakan.ir__1c49c206bb4b__real_phishing,https://hebelexardakan.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.hebelexardakan.ir__1c49c206bb4b.html,1,label_conflict,0.9906,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__appleshk.ir__02cf2a3bdbb9__real_phishing,https://dgshock.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__appleshk.ir__02cf2a3bdbb9.html,1,duplicate,0.9899,duplicate_weak_feed_url
20260225__tlyn-app.ir__757b3dc65697__real_phishing,https://my.tlyn.ir/login,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__tlyn-app.ir__757b3dc65697.html,1,label_conflict,0.9884,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__www.footballshahr.ir__fe29ffb63b64__real_phishing,https://footballshahr.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.footballshahr.ir__fe29ffb63b64.html,1,duplicate,0.988,duplicate_weak_feed_url
20260225__swghaem.ir__42713ca333cd__real_phishing,https://swghaem.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__swghaem.ir__42713ca333cd.html,1,duplicate,0.9865,duplicate_weak_feed_url
20260225__colorworld.ir__65961af330d8__real_phishing,https://colorworld.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__colorworld.ir__65961af330d8.html,1,duplicate,0.9862,duplicate_weak_feed_url
20260225__www.peransgold.ir__b38b7d74484c__real_phishing,https://peransgold.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.peransgold.ir__b38b7d74484c.html,1,duplicate,0.9857,duplicate_weak_feed_url
20260225__www.jannatkhah.ir__c4f0682c7d38__real_phishing,https://jannatkhah.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.jannatkhah.ir__c4f0682c7d38.html,1,duplicate,0.985,duplicate_weak_feed_url
20260225__www.snrazavi.ir__b66ab9031d19__real_phishing,https://www.snrazavi.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.snrazavi.ir__b66ab9031d19.html,1,duplicate,0.9809,duplicate_weak_feed_url
20260225__www.shokoohsanat.ir__5fece3b011df__real_phishing,https://shokoohsanat.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__www.shokoohsanat.ir__5fece3b011df.html,1,duplicate,0.9778,duplicate_weak_feed_url
20260225__appleapps.ir__85a6eed58135__real_phishing,https://appleapps.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__appleapps.ir__85a6eed58135.html,1,label_conflict,0.9768,weak_feed_domain_present_in_verified_legitimate_corpus
20260225__publica.ir__6738d5860874__real_phishing,https://publica.ir/,مجموعه داده فیشینگ واقعی/مجموعه داده فیشینگ واقعی/real_test_phishing_html_archive/20260225__publica.ir__6738d5860874.html,1,label_conflict,0.9748,weak_feed_domain_present_in_verified_legitimate_corpus
